timestamp,src_ip,dst_ip,port,protocol,technique_id,cve_id,threat_score,os_id
2026-02-06 13:37:19.506,164.92.152.232,10.0.0.64,443,UDP,T1602,CVE-2025-22978,90,2
2026-01-30 13:37:19.506,45.135.194.48,10.0.0.62,443,UDP,T1003.005,CVE-2025-0342,54,2
2026-01-14 13:37:19.506,80.94.92.166,10.0.0.205,3389,TCP,T1562,CVE-2025-0148,61,2
2026-01-29 13:37:19.506,36.64.68.99,10.0.0.93,80,TCP,T1562.003,CVE-2025-0934,95,2
2026-02-06 13:37:19.506,89.187.162.178,10.0.0.72,80,TCP,T1192,CVE-2025-24683,86,2
2026-01-13 13:37:19.506,139.162.117.40,10.0.0.76,3389,UDP,T1036,CVE-2025-21363,73,2
2026-01-16 13:37:19.506,8.219.209.40,10.0.0.54,22,UDP,T1590.004,CVE-2025-23709,59,2
2026-02-10 13:37:19.506,47.245.117.221,10.0.0.133,3389,UDP,T1138,CVE-2025-21374,86,5
2026-01-15 13:37:19.506,122.187.230.183,10.0.0.189,22,TCP,T1071.003,CVE-2025-24738,84,2
2026-01-15 13:37:19.506,14.241.100.20,10.0.0.131,3389,UDP,T1536,CVE-2025-21310,58,5
2026-01-28 13:37:19.506,134.122.44.40,10.0.0.157,22,TCP,T1141,CVE-2025-22350,61,2
2026-02-07 13:37:19.506,91.92.240.214,10.0.0.183,443,UDP,T1546.013,CVE-2025-24669,80,2
2026-01-28 13:37:19.506,92.118.39.62,10.0.0.228,80,TCP,T1555,CVE-2025-22828,73,2
2026-02-01 13:37:19.506,45.151.183.60,10.0.0.199,80,UDP,T1098.006,CVE-2025-0702,64,2
2026-02-08 13:37:19.506,120.48.28.60,10.0.0.100,80,TCP,T1555.005,CVE-2025-22358,76,2
2026-01-14 13:37:19.506,160.119.251.114,10.0.0.193,443,TCP,T1560.002,CVE-2025-23574,89,2
2026-01-24 13:37:19.506,2001:41d0:33a:a00::404,10.0.0.41,443,TCP,T1543,CVE-2025-21327,74,5
2026-01-24 13:37:19.506,118.193.63.139,10.0.0.223,80,UDP,T1165,CVE-2025-0729,86,2
2026-01-27 13:37:19.506,178.128.248.157,10.0.0.48,80,TCP,T1113,CVE-2025-23946,74,2
2026-02-01 13:37:19.506,172.213.160.184,10.0.0.242,80,UDP,T1620,CVE-2025-21220,65,5
2026-02-06 13:37:19.506,102.209.248.22,10.0.0.107,443,UDP,T1491.001,CVE-2025-24958,100,2
2026-01-16 13:37:19.506,64.62.197.137,10.0.0.184,443,UDP,T1497.002,CVE-2025-0403,88,2
2026-01-22 13:37:19.506,183.87.217.222,10.0.0.176,3389,TCP,T1202,CVE-2025-23785,53,2
2026-01-27 13:37:19.506,118.193.33.104,10.0.0.124,443,UDP,T1580,CVE-2025-23885,61,2
2026-02-05 13:37:19.506,20.100.173.6,10.0.0.248,3389,TCP,T1053.001,CVE-2025-24001,96,2
2026-01-12 13:37:19.506,182.75.216.74,10.0.0.175,3389,UDP,T1218.004,CVE-2025-21637,89,4
2026-01-30 13:37:19.506,172.213.160.184,10.0.0.164,3389,TCP,T1218.003,CVE-2025-1015,57,2
2026-01-16 13:37:19.506,206.189.11.135,10.0.0.214,80,TCP,T1032,CVE-2025-0532,70,2
2026-02-06 13:37:19.506,103.199.16.90,10.0.0.89,80,TCP,T1076,CVE-2025-21228,70,5
2026-02-07 13:37:19.506,89.35.193.17,10.0.0.213,443,UDP,T1180,CVE-2025-24634,51,2
2026-01-20 13:37:19.506,97.178.43.84,10.0.0.198,3389,TCP,T1561.002,CVE-2025-0707,67,2
2026-01-18 13:37:19.506,80.94.92.177,10.0.0.217,80,UDP,T1070,CVE-2025-23930,79,2
2026-02-11 13:37:19.506,206.189.11.135,10.0.0.176,22,TCP,T1562,CVE-2025-23849,87,2
2026-01-27 13:37:19.506,152.32.131.245,10.0.0.54,80,TCP,T1560.001,CVE-2025-21565,70,2
2026-01-19 13:37:19.506,152.32.238.146,10.0.0.133,443,TCP,T1556.003,CVE-2025-23532,66,2
2026-01-25 13:37:19.506,138.197.35.232,10.0.0.243,443,UDP,T1019,CVE-2025-23034,77,2
2026-01-23 13:37:19.506,194.237.70.56,10.0.0.2,80,UDP,T1003.007,CVE-2025-20881,87,1
2026-01-31 13:37:19.506,157.230.232.255,10.0.0.182,3389,UDP,T1535,CVE-2025-0143,89,2
2026-02-09 13:37:19.506,152.42.132.60,10.0.0.84,22,UDP,T1017,CVE-2025-24626,57,2
2026-01-22 13:37:19.506,103.187.146.196,10.0.0.235,22,UDP,T1098.005,CVE-2025-24160,60,2
2026-01-16 13:37:19.506,152.42.134.107,10.0.0.140,443,TCP,T1021.005,CVE-2025-0402,88,2
2026-01-18 13:37:19.506,65.49.1.182,10.0.0.211,80,TCP,T1547.014,CVE-2025-0311,80,2
2026-01-14 13:37:19.506,130.12.181.185,10.0.0.247,80,UDP,T1546.008,CVE-2025-22662,68,2
2026-01-29 13:37:19.506,106.13.165.161,10.0.0.99,22,TCP,T1134.004,CVE-2025-21316,82,5
2026-01-23 13:37:19.506,80.94.95.242,10.0.0.171,3389,UDP,T1596.004,CVE-2025-22750,59,2
2026-02-09 13:37:19.506,103.233.25.113,10.0.0.26,443,TCP,T1059.002,CVE-2025-21522,70,2
2026-01-15 13:37:19.506,206.189.11.135,10.0.0.113,3389,UDP,T1583.003,CVE-2025-23837,56,2
2026-01-31 13:37:19.506,45.148.10.152,10.0.0.72,443,UDP,T1553.006,CVE-2025-23801,80,2
2026-01-30 13:37:19.506,174.138.70.162,10.0.0.56,3389,UDP,T1572,CVE-2025-23012,97,2
2026-01-14 13:37:19.506,89.35.193.17,10.0.0.236,22,TCP,T1080,CVE-2025-21356,74,2
2026-01-22 13:37:19.507,47.161.210.7,10.0.0.171,22,UDP,T1606,CVE-2025-0704,54,2
2026-01-25 13:37:19.507,106.13.165.161,10.0.0.133,3389,TCP,T1550,CVE-2025-22445,78,2
2026-01-28 13:37:19.507,152.32.188.174,10.0.0.37,3389,TCP,T1140,CVE-2025-23674,63,2
2026-01-30 13:37:19.507,167.99.223.217,10.0.0.107,80,UDP,T1163,CVE-2025-24962,53,2
2026-01-17 13:37:19.507,107.189.13.239,10.0.0.98,80,TCP,T1074.001,CVE-2025-25066,56,2
2026-01-30 13:37:19.507,45.148.10.240,10.0.0.7,80,UDP,T1496.004,CVE-2025-22957,55,2
2026-02-03 13:37:19.507,104.248.84.80,10.0.0.81,22,TCP,T1552.004,CVE-2025-22586,52,2
2026-02-06 13:37:19.507,20.15.164.68,10.0.0.243,443,TCP,T1593.002,CVE-2025-24732,86,2
2026-02-02 13:37:19.507,216.218.206.121,10.0.0.195,3389,UDP,T1076,CVE-2025-0364,74,2
2026-02-01 13:37:19.507,183.87.217.222,10.0.0.156,3389,UDP,T1561.002,CVE-2025-21509,75,2
2026-02-08 13:37:19.507,62.219.172.50,10.0.0.211,22,TCP,T1564.013,CVE-2025-23931,95,2
2026-01-15 13:37:19.507,8.211.162.45,10.0.0.209,443,TCP,T1567,CVE-2025-21528,93,2
2026-02-05 13:37:19.507,103.72.147.224,10.0.0.45,22,UDP,T1106,CVE-2025-23430,62,2
2026-01-19 13:37:19.507,8.243.166.66,10.0.0.156,443,UDP,T1598.003,CVE-2025-0171,50,2
2026-01-26 13:37:19.507,115.190.12.52,10.0.0.200,22,TCP,T1613,CVE-2025-22517,92,2
2026-01-26 13:37:19.507,223.247.33.150,10.0.0.54,3389,UDP,T1087.001,CVE-2025-23644,91,2
2026-02-10 13:37:19.507,80.94.92.183,10.0.0.56,443,TCP,T1518.002,CVE-2025-21277,73,5
2026-01-30 13:37:19.507,152.32.188.174,10.0.0.25,443,TCP,T1119,CVE-2025-22696,71,2
2026-02-10 13:37:19.507,118.193.63.139,10.0.0.249,3389,TCP,T1051,CVE-2025-21500,53,2
2026-01-30 13:37:19.507,58.222.244.226,10.0.0.184,22,UDP,T1564.002,CVE-2025-22305,99,2
2026-02-02 13:37:19.507,103.171.84.20,10.0.0.149,3389,UDP,T1588.001,CVE-2025-24725,71,2
2026-02-08 13:37:19.507,80.94.92.171,10.0.0.51,22,UDP,T1547.009,CVE-2025-21521,60,2
2026-01-31 13:37:19.507,99.92.204.98,10.0.0.246,80,TCP,T1677,CVE-2025-23720,64,2
2026-01-27 13:37:19.507,27.79.40.157,10.0.0.76,3389,TCP,T1129,CVE-2025-0793,52,2
2026-02-03 13:37:19.507,45.148.10.240,10.0.0.134,22,TCP,T1547.004,CVE-2025-21571,63,2
2026-01-21 13:37:19.507,154.219.114.78,10.0.0.108,3389,UDP,T1056.003,CVE-2025-0626,98,2
2026-01-17 13:37:19.507,103.247.20.83,10.0.0.233,443,TCP,T1587.003,CVE-2025-24611,95,2
2026-01-30 13:37:19.507,122.187.230.183,10.0.0.44,443,UDP,T1110.001,CVE-2025-23846,77,2
2026-01-17 13:37:19.507,128.199.184.19,10.0.0.239,80,TCP,T1557.003,CVE-2025-0747,90,2
2026-02-01 13:37:19.507,171.244.61.82,10.0.0.155,443,UDP,T1568.003,CVE-2025-22445,84,2
2026-01-18 13:37:19.507,134.122.44.40,10.0.0.102,80,TCP,T1552.003,CVE-2025-24600,51,2
2026-02-06 13:37:19.507,176.120.22.47,10.0.0.65,22,UDP,T1587.001,CVE-2025-23869,79,2
2026-02-06 13:37:19.507,2.57.122.209,10.0.0.221,80,UDP,T1587.001,CVE-2025-24536,100,2
2026-02-09 13:37:19.507,64.62.156.179,10.0.0.144,80,TCP,T1546.006,CVE-2025-1014,96,2
2026-01-12 13:37:19.507,195.184.76.160,10.0.0.189,80,UDP,T1136.001,CVE-2025-22800,68,2
2026-02-08 13:37:19.507,134.209.195.236,10.0.0.188,22,UDP,T1584.005,CVE-2025-24792,88,2
2026-01-20 13:37:19.507,72.144.12.31,10.0.0.97,3389,TCP,T1032,CVE-2025-23605,83,2
2026-02-03 13:37:19.507,165.154.51.27,10.0.0.93,80,TCP,T1218.013,CVE-2025-0199,95,2
2026-02-09 13:37:19.507,188.166.121.187,10.0.0.202,443,TCP,T1218.008,CVE-2025-24676,63,2
2026-01-13 13:37:19.507,195.184.76.64,10.0.0.33,3389,UDP,T1496.004,CVE-2025-21265,87,5
2026-01-16 13:37:19.507,45.135.194.48,10.0.0.8,3389,UDP,T1542,CVE-2025-21207,93,5
2026-01-30 13:37:19.507,165.227.3.79,10.0.0.127,22,TCP,T1214,CVE-2025-24562,62,2
2026-01-13 13:37:19.507,47.181.107.99,10.0.0.34,443,TCP,T1505.003,CVE-2025-21214,70,5
2026-01-18 13:37:19.507,192.109.200.72,10.0.0.8,80,TCP,T1555,CVE-2025-23894,67,2
2026-01-17 13:37:19.507,2.57.122.177,10.0.0.118,3389,TCP,T1555.002,CVE-2025-21649,78,4
2026-01-16 13:37:19.507,183.87.217.222,10.0.0.131,3389,TCP,T1070.008,CVE-2025-0575,53,2
2026-01-23 13:37:19.507,188.166.121.187,10.0.0.192,3389,TCP,T1590.006,CVE-2025-21130,52,5
2026-01-31 13:37:19.507,187.85.155.182,10.0.0.106,80,UDP,T1091,CVE-2025-20902,66,2
2026-01-22 13:37:19.507,115.141.143.58,10.0.0.249,80,UDP,T1552.006,CVE-2025-23547,68,2
2026-01-20 13:37:19.507,176.53.96.10,10.0.0.152,443,TCP,T1005,CVE-2025-22508,95,2
2026-02-11 13:37:19.507,188.166.22.123,10.0.0.236,443,TCP,T1548.001,CVE-2025-21506,76,2
2026-01-17 13:37:19.507,72.144.12.31,10.0.0.220,22,TCP,T1098.006,CVE-2025-23774,59,2
2026-01-24 13:37:19.507,3.142.53.249,10.0.0.176,443,TCP,T1059.007,CVE-2025-22733,100,2
2026-01-20 13:37:19.507,45.192.184.50,10.0.0.80,3389,UDP,T1098.004,CVE-2025-24618,77,2
2026-02-08 13:37:19.507,129.146.65.146,10.0.0.148,3389,TCP,T1021.006,CVE-2025-24714,65,2
2026-02-05 13:37:19.507,64.62.156.146,10.0.0.232,3389,TCP,T1045,CVE-2025-24595,51,2
2026-01-21 13:37:19.507,80.94.95.242,10.0.0.127,443,TCP,T1596.003,CVE-2025-21570,80,2
2026-02-06 13:37:19.507,199.45.154.145,10.0.0.235,22,UDP,T1561,CVE-2025-0529,58,2
2026-01-19 13:37:19.507,87.236.176.201,10.0.0.90,443,TCP,T1560.002,CVE-2025-22376,80,2
2026-01-30 13:37:19.507,45.148.10.152,10.0.0.128,80,UDP,T1562.007,CVE-2025-23429,95,2
2026-01-15 13:37:19.507,116.110.219.242,10.0.0.14,80,UDP,T1565.003,CVE-2025-22805,63,2
2026-01-30 13:37:19.507,134.122.53.169,10.0.0.226,80,UDP,T1010,CVE-2025-24029,59,2
2026-02-03 13:37:19.507,162.241.127.152,10.0.0.107,3389,UDP,T1528,CVE-2025-0482,100,2
2026-02-06 13:37:19.507,45.82.76.108,10.0.0.24,443,TCP,T1583,CVE-2025-24153,83,3
2026-01-20 13:37:19.507,45.148.10.121,10.0.0.121,80,UDP,T1198,CVE-2025-24958,85,2
2026-02-06 13:37:19.507,158.158.48.108,10.0.0.72,443,UDP,T1164,CVE-2025-0693,64,2
2026-02-07 13:37:19.507,103.72.147.224,10.0.0.39,443,TCP,T1552.002,CVE-2025-23946,73,2
2026-01-25 13:37:19.507,45.142.154.10,10.0.0.78,22,UDP,T1592,CVE-2025-22297,62,2
2026-01-27 13:37:19.507,178.128.239.177,10.0.0.55,80,UDP,T1167,CVE-2025-23812,55,2
2026-01-29 13:37:19.507,64.62.197.218,10.0.0.29,3389,UDP,T1099,CVE-2025-22347,73,2
2026-01-22 13:37:19.507,182.42.93.139,10.0.0.215,22,TCP,T1546.006,CVE-2025-22709,97,2
2026-02-02 13:37:19.507,111.70.28.243,10.0.0.228,3389,TCP,T1027.009,CVE-2025-20088,59,2
2026-01-18 13:37:19.508,103.160.5.81,10.0.0.249,443,TCP,T1564.008,CVE-2025-22329,54,2
2026-02-01 13:37:19.508,188.166.105.36,10.0.0.198,22,TCP,T1204.005,CVE-2025-0441,96,2
2026-01-23 13:37:19.508,212.47.103.61,10.0.0.105,3389,UDP,T1546.009,CVE-2025-21502,88,2
2026-01-23 13:37:19.508,81.23.173.32,10.0.0.53,443,UDP,T1205.001,CVE-2025-21544,96,2
2026-01-18 13:37:19.508,8.219.209.40,10.0.0.160,443,TCP,T1547,CVE-2025-25062,71,2
2026-02-11 13:37:19.508,170.106.163.84,10.0.0.178,443,TCP,T1553.005,CVE-2025-23426,82,2
2026-01-26 13:37:19.508,2001:41d0:33a:a00::404,10.0.0.104,80,UDP,T1175,CVE-2025-21615,58,2
2026-01-12 13:37:19.508,223.247.33.150,10.0.0.235,3389,TCP,T1056.001,CVE-2025-24104,76,2
2026-01-25 13:37:19.508,106.13.165.161,10.0.0.174,80,TCP,T1219.001,CVE-2025-21324,78,5
2026-01-18 13:37:19.508,80.94.92.65,10.0.0.107,3389,UDP,T1176.002,CVE-2025-21364,83,2
2026-01-19 13:37:19.508,87.236.176.201,10.0.0.22,80,UDP,T1647,CVE-2025-24365,86,2
2026-01-25 13:37:19.508,80.94.92.183,10.0.0.1,80,UDP,T1552.002,CVE-2025-21213,99,5
2026-02-11 13:37:19.508,195.178.110.30,10.0.0.91,3389,TCP,T1589.003,CVE-2025-0847,93,2
2026-02-10 13:37:19.508,154.73.168.229,10.0.0.252,22,UDP,T1027.013,CVE-2025-0825,80,2
2026-01-25 13:37:19.508,103.72.147.224,10.0.0.67,443,TCP,T1218.012,CVE-2025-23815,53,2
2026-01-21 13:37:19.508,209.97.161.72,10.0.0.243,3389,TCP,T1103,CVE-2025-23111,51,2
2026-02-11 13:37:19.508,142.93.212.130,10.0.0.39,22,TCP,T1555.005,CVE-2025-24958,71,2
2026-01-17 13:37:19.508,134.122.44.40,10.0.0.233,22,TCP,T1195,CVE-2025-0970,91,2
2026-01-27 13:37:19.508,180.153.91.15,10.0.0.117,443,UDP,T1552.005,CVE-2025-0404,98,2
2026-02-10 13:37:19.508,188.166.46.159,10.0.0.53,3389,TCP,T1590.004,CVE-2025-23501,68,2
2026-01-19 13:37:19.508,195.184.76.206,10.0.0.16,22,UDP,T1583.006,CVE-2025-24649,68,2
2026-01-12 13:37:19.508,142.93.212.130,10.0.0.248,3389,UDP,T1205.001,CVE-2025-22714,84,2
2026-01-19 13:37:19.508,194.237.70.56,10.0.0.231,3389,TCP,T1133,CVE-2025-22141,61,2
2026-02-01 13:37:19.508,45.156.128.51,10.0.0.71,3389,UDP,T1055.004,CVE-2025-0750,86,2
2026-01-19 13:37:19.508,80.94.92.184,10.0.0.10,3389,TCP,T1514,CVE-2025-0871,87,2
2026-01-20 13:37:19.508,103.233.25.113,10.0.0.137,443,TCP,T1547.010,CVE-2025-24162,84,2
2026-01-18 13:37:19.508,172.191.157.64,10.0.0.103,3389,TCP,T1599.001,CVE-2025-0341,68,2
2026-02-06 13:37:19.508,64.62.156.179,10.0.0.96,3389,UDP,T1098.007,CVE-2025-24781,87,2
2026-02-08 13:37:19.508,45.192.184.50,10.0.0.210,80,TCP,T1562.006,CVE-2025-23778,93,2
2026-01-14 13:37:19.508,187.85.155.182,10.0.0.200,22,UDP,T1089,CVE-2025-24154,59,2
2026-01-14 13:37:19.508,176.235.182.124,10.0.0.55,22,TCP,T1599.001,CVE-2025-0344,55,2
2026-01-25 13:37:19.508,91.92.240.214,10.0.0.34,80,UDP,T1036,CVE-2025-21310,63,5
2026-02-07 13:37:19.508,195.184.76.163,10.0.0.94,22,TCP,T1098.003,CVE-2025-23772,86,2
2026-01-26 13:37:19.508,78.24.223.128,10.0.0.204,443,TCP,T1127.003,CVE-2025-21646,87,4
2026-01-14 13:37:19.508,195.178.110.30,10.0.0.113,3389,UDP,T1071.005,CVE-2025-0568,64,2
2026-01-12 13:37:19.508,45.82.76.132,10.0.0.27,443,UDP,T1606.002,CVE-2025-0708,90,2
2026-02-09 13:37:19.508,14.103.112.179,10.0.0.88,80,TCP,T1114.003,CVE-2025-23800,70,2
2026-02-10 13:37:19.508,134.209.176.200,10.0.0.41,80,UDP,T1555,CVE-2025-23792,99,2
2026-02-04 13:37:19.508,198.144.189.67,10.0.0.124,443,TCP,T1548,CVE-2025-0497,68,2
2026-01-15 13:37:19.508,188.166.22.123,10.0.0.60,22,TCP,T1085,CVE-2025-0791,57,2
2026-01-15 13:37:19.508,154.70.102.114,10.0.0.113,443,TCP,T1205,CVE-2025-0569,57,2
